id,1_left,1_top,1_status,2_left,2_top,2_status,3_left,3_top,3_status,4_left,4_top,4_status,5_left,5_top,5_status,6_left,6_top,6_status,7_left,7_top,7_status,8_left,8_top,8_status,9_left,9_top,9_status,10_left,10_top,10_status,11_left,11_top,11_status,12_left,12_top,12_status,13_left,13_top,13_status,14_left,14_top,14_status,15_left,15_top,15_status,16_left,16_top,16_status,17_left,17_top,17_status,18_left,18_top,18_status,19_left,19_top,19_status,20_left,20_top,20_status,21_left,21_top,21_status,22_left,22_top,22_status,23_left,23_top,23_status,24_left,24_top,24_status,25_left,25_top,25_status,26_left,26_top,26_status,27_left,27_top,27_status,28_left,28_top,28_status,29_left,29_top,29_status,30_left,30_top,30_status,31_left,31_top,31_status,32_left,32_top,32_status,33_left,33_top,33_status,34_left,34_top,34_status,35_left,35_top,35_status,36_left,36_top,36_status,37_left,37_top,37_status,38_left,38_top,38_status,39_left,39_top,39_status,40_left,40_top,40_status,41_left,41_top,41_status,42_left,42_top,42_status,43_left,43_top,43_status,44_left,44_top,44_status,45_left,45_top,45_status,46_left,46_top,46_status,47_left,47_top,47_status,48_left,48_top,48_status,amount
snap_deal_0,-936,-556,,-936,-546,,-936,-666,,-936,-656,,-936,-646,,-936,-636,,-936,-536,,-936,-536,,65,-556,,65,-546,,65,-666,,65,-656,,65,-646,,65,-636,,65,-536,,65,-536,,740,-300,,740,-290,,845,-310,,845,-300,,845,-290,,845,-280,,740,-280,,740,-280,,820,440,,820,450,,820,550,,820,560,,820,570,,820,580,,820,460,,820,460,,-155,440,,-155,450,,-155,550,,-155,560,,-155,570,,-155,570,,-155,460,,-155,460,,-850,180,,-850,190,,-950,170,,-950,180,,-950,190,,-950,200,,-850,200,,-850,200,,0
snap_deal_1,-936,-556,,-936,-546,,-936,-666,,-936,-656,,-936,-646,,-936,-636,,-936,-536,,-936,-536,,65,-556,,65,-546,,65,-666,,65,-656,,65,-646,,65,-636,,65,-536,,65,-536,,740,-300,,740,-290,,845,-310,,845,-300,,845,-290,,845,-280,,740,-280,,740,-280,,820,440,,820,450,,820,550,,820,560,,820,570,,820,580,,820,460,,820,460,,-155,440,,-155,450,,-155,550,,-155,560,,-155,570,,-155,570,,-155,460,,-155,460,,-850,180,,-850,190,,-950,170,,-950,180,,-950,190,,-950,200,,-850,200,,-850,200,,0
snap_deal_2,-936,-556,,-936,-546,,-936,-666,,-936,-656,,-936,-646,,-936,-636,,-936,-536,,-936,-536,,125,-366,,65,-546,,65,-666,,65,-656,,65,-646,,65,-636,,65,-536,,65,-536,,740,-300,,740,-290,,845,-310,,845,-300,,845,-290,,845,-280,,740,-280,,740,-280,,820,440,,820,450,,820,550,,820,560,,820,570,,820,580,,820,460,,820,460,,-155,440,,-155,450,,-155,550,,-155,560,,-155,570,,-155,570,,-155,460,,-155,460,,-850,180,,-850,190,,-950,170,,-950,180,,-950,190,,-950,200,,-850,200,,-850,200,,0
snap_deal_3,-936,-556,,-936,-546,,-936,-666,,-936,-656,,-936,-646,,-936,-636,,-936,-536,,-936,-536,,125,-366,,65,-546,,65,-666,,65,-656,,65,-646,,65,-636,,65,-536,,65,-536,,520,-170,,540,-250,,845,-310,,845,-300,,845,-290,,845,-280,,740,-280,,740,-280,,820,440,,820,450,,820,550,,820,560,,820,570,,820,580,,820,460,,820,460,,-155,440,,-155,450,,-155,550,,-155,560,,-155,570,,-155,570,,-155,460,,-155,460,,-850,180,,-850,190,,-950,170,,-950,180,,-950,190,,-950,200,,-850,200,,-850,200,,0
snap_deal_4,-936,-556,,-936,-546,,-936,-666,,-936,-656,,-936,-646,,-936,-636,,-936,-536,,-936,-536,,125,-366,,65,-546,,65,-666,,65,-656,,65,-646,,65,-636,,65,-536,,65,-536,,520,-170,,540,-250,,845,-310,,845,-300,,845,-290,,845,-280,,740,-280,,740,-280,,820,440,,820,450,,820,550,,820,560,,820,570,,820,580,,820,460,,820,460,,-155,440,,-155,450,,-155,550,,-155,560,,-155,570,,-155,570,,-155,460,,-155,460,,-850,180,,-850,190,,-950,170,,-950,180,,-950,190,,-950,200,,-850,200,,-850,200,,0
snap_pre_flop_0,-936,-556,,-936,-546,,-936,-666,,-936,-656,,-936,-646,,-936,-636,,-936,-536,,-936,-536,,125,-366,,65,-546,,65,-666,,65,-656,,65,-646,,65,-636,,65,-536,,65,-536,,520,-170,,540,-250,,845,-310,,845,-300,,845,-290,,845,-280,,740,-280,,740,-280,,820,440,,820,450,,820,550,,820,560,,820,570,,820,580,,820,460,,820,460,,-155,440,,-155,450,,-155,550,,-155,560,,-155,570,,-155,570,,-155,460,,-155,460,,-850,180,,-850,190,,-950,170,,-950,180,,-950,190,,-950,200,,-850,200,,-850,200,,0
snap_pre_flop_1,-936,-556,,-936,-546,,-936,-666,,-936,-656,,-936,-646,,-936,-636,,-936,-536,,-936,-536,,125,-366,,65,-546,,65,-666,,65,-656,,65,-646,,65,-636,,65,-536,,65,-536,,520,-170,,540,-250,,845,-310,,845,-300,,845,-290,,845,-280,,740,-280,,740,-280,,820,440,,820,450,,820,550,,820,560,,820,570,,820,580,,820,460,,820,460,,-155,440,,-155,450,,-155,550,,-155,560,,-155,570,,-155,570,,-155,460,,-155,460,,-850,180,,-850,190,,-950,170,,-950,180,,-950,190,,-950,200,,-850,200,,-850,200,,0
snap_pre_flop_2,-936,-556,,-936,-546,,-936,-666,,-936,-656,,-936,-646,,-936,-636,,-936,-536,,-936,-536,,125,-366,,65,-546,,65,-666,,65,-656,,65,-646,,65,-636,,65,-536,,65,-536,,520,-170,,540,-250,,845,-310,,845,-300,,845,-290,,845,-280,,740,-280,,740,-280,,530,300,active,635,300,active,820,550,,820,560,,820,570,,820,580,,820,460,,820,460,,-155,440,,-155,450,,-155,550,,-155,560,,-155,570,,-155,570,,-155,460,,-155,460,,-850,180,,-850,190,,-950,170,,-950,180,,-950,190,,-950,200,,-850,200,,-850,200,,0
snap_pre_flop_3,-936,-556,,-936,-546,,-936,-666,,-936,-656,,-936,-646,,-936,-636,,-936,-536,,-936,-536,,125,-366,,65,-546,,65,-666,,65,-656,,65,-646,,65,-636,,65,-536,,65,-536,,520,-170,,540,-250,,845,-310,,845,-300,,845,-290,,845,-280,,740,-280,,740,-280,,530,300,active,635,300,active,820,550,,820,560,,820,570,,820,580,,820,460,,820,460,,-485,300,active,-390,300,active,-295,300,active,-155,560,,-155,570,,-155,570,,-155,460,,-155,460,,-850,180,,-850,190,,-950,170,,-950,180,,-950,190,,-950,200,,-850,200,,-850,200,,0
snap_pre_flop_4,-576,-366,active,-670,-366,active,-936,-666,,-936,-656,,-936,-646,,-936,-636,,-936,-536,,-936,-536,,65,-556,,65,-546,,65,-666,,65,-656,,65,-646,,65,-636,,65,-536,,65,-536,,740,-300,,740,-290,,845,-310,,845,-300,,845,-290,,845,-280,,740,-280,,740,-280,,820,440,,820,450,,820,550,,820,560,,820,570,,820,580,,820,460,,820,460,,-155,440,,-155,450,,-155,550,,-155,560,,-155,570,,-155,570,,-155,460,,-155,460,,-700,50,active,-850,190,,-950,170,,-950,180,,-950,190,,-950,200,,-850,200,,-850,200,,0
snap_pre_flop_5,-576,-366,active,-670,-366,active,-936,-666,,-936,-656,,-936,-646,,-936,-636,,-936,-536,,-936,-536,,65,-556,,65,-546,,65,-666,,65,-656,,65,-646,,65,-636,,65,-536,,65,-536,,740,-300,,740,-290,,845,-310,,845,-300,,845,-290,,845,-280,,740,-280,,740,-280,,820,440,,820,450,,820,550,,820,560,,820,570,,820,580,,820,460,,820,460,,-155,440,,-155,450,,-155,550,,-155,560,,-155,570,,-155,570,,-155,460,,-155,460,,-700,50,active,-850,190,,-950,170,,-950,180,,-950,190,,-950,200,,-850,200,,-850,200,,0
snap_pre_flop_6,-576,-366,active,-670,-366,active,-936,-666,,-936,-656,,-936,-646,,-936,-636,,-936,-536,,-936,-536,,375,-366,active,270,-366,active,65,-666,,65,-656,,65,-646,,65,-636,,65,-536,,65,-536,,520,-170,active,540,-250,active,845,-310,,845,-300,,845,-290,,845,-280,,740,-280,,740,-280,,820,460,fold,820,460,fold,820,460,fold,820,460,fold,820,460,fold,820,460,fold,820,460,fold,820,460,fold,-485,300,active,-390,300,active,-155,550,,-155,560,,-155,570,,-155,570,,-155,460,,-155,460,,-700,50,active,-850,200,fold,-850,200,fold,-850,200,fold,-850,200,fold,-850,200,fold,-850,200,fold,-850,200,fold,0
snap_pre_flop_7,-576,-366,active,-670,-366,active,-936,-666,,-936,-656,,-936,-646,,-936,-636,,-936,-536,,-936,-536,,375,-366,active,270,-366,active,65,-666,,65,-656,,65,-646,,65,-636,,65,-536,,65,-536,,520,-170,active,540,-250,active,845,-310,,845,-300,,845,-290,,845,-280,,740,-280,,740,-280,,820,460,fold,820,460,fold,820,460,fold,820,460,fold,820,460,fold,820,460,fold,820,460,fold,820,460,fold,-485,300,active,-390,300,active,-155,550,,-155,560,,-155,570,,-155,570,,-155,460,,-155,460,,-700,50,active,-850,200,fold,-850,200,fold,-850,200,fold,-850,200,fold,-850,200,fold,-850,200,fold,-850,200,fold,0
